id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-U-1063,TotalHighRiskPregnancies,Total Number of High Risk Pregnancies,Umubare w'abagore batwite bafite ibimenyetso mpuruza,,
EHEZA-U-1064,TreatedWith,Treated with,Bivurwa na,Yavuwe na,Laga daweeyay
EHEZA-U-1065,Treatment,Treatment,Ubuvuzi,Ubuvuzi,Daweyn
EHEZA-U-1066,TreatmentReview,Treatment Review,Kureba imiti yahawe,Isubiramwo ry'imiti,Dib u eegida daweynta
EHEZA-U-1067,TreatmentReviewTask.TreatmentReviewPrenatalMedication,Prenatal Medication,Imiti yo gufata mu gihe utwite,Imiti yo gufat amu gihe cy'imbanyi,
EHEZA-U-1068,TreatmentReviewTask.TreatmentReviewHIV,HIV Medication,Imiti ya Virusi Itera SIDA,Imiti ya Umugera wa SIDA,
EHEZA-U-1069,TreatmentReviewTask.TreatmentReviewMalaria,Malaria Medication,Imiti ya Malariya,Imiti ya Malariya,Dawada Duumada
EHEZA-U-1070,TreatmentReviewTask.TreatmentReviewAnemia,Anemia Medication,Imiti ivura indwara y'Amaraso make,Imiti ivura igabanuka ry'amaraso,
EHEZA-U-1071,TreatmentReviewTask.TreatmentReviewSyphilis,Syphilis Medication,Imiti ya Mburugu,Imiti ya Syphilis,
EHEZA-U-1072,TreatmentTimeline,Treatment Timeline,,Amezi agezeko mugufata umuti,
EHEZA-U-1073,TrichomonasOrBacterialVaginosis,Trichomonas or Bacterial Vaginosis,Tirikomonasi cyangwa Mikorobe zo mu nda ibyara,Ingwara yo mu bihimba vy'irondoka igaragazwa kenshi no kuhiyagaza,Trichomonas ama Bakteeriyada Makaanka
EHEZA-U-1074,TuberculosisDiagnosis.TuberculosisPulmonary,Pulmonary (in the lungs),Igituntu cyo mu bihaha,Igituntu co mu mahaha,Saabley (ka baxsan sambabada)
EHEZA-U-1075,TuberculosisDiagnosis.TuberculosisExtrapulmonary,Extrapulmonary (outside the lungs),Igituntu gifata imyanya yo hanze y'ibihaha,Igituntu gifatira inyuma y'amahaha,Aan saabley ahayn (ka baxsan sambabada)
EHEZA-U-1076,TuberculosisFollowUpLabel,Tuberculosis Follow up,Gukurikirana umurwayi w'igituntu,Gukurikirana umurwayi w'igituntu,Ka war qabka Qaaxada
EHEZA-U-1077,TuberculosisFollowUpTestingStageTest.FollowUpTestingMonth1,"xPert, Culture, and DST","Ikizamini cya Jenexpati, Kilitire na DST","Igipimo ca GenexPert, Culture na DST","Mashiinka Gene Expert, Beerid, iyo DST"
EHEZA-U-1078,TuberculosisFollowUpTestingStageTest.FollowUpTestingEndMonth5,Smear microposy,Gupima hakoreshejwe mikorosikopi,Gupima hakoreshejwe mikorosikopi,
EHEZA-U-1079,TuberculosisPast,Tuberculosis in the past,Yigeze kurwara igituntu,Akahise k'igituntu,Qaaxo xilli lasoo dhaafay ah
EHEZA-U-1080,TuberculosisPrescribedMedication.MedicationRHZE,RHZE x 2 months (Initiation phase),Atangira afata imiti ya RHZE mu gihe cy'amezi abiri,Atangura afata RHZE mu kiringo c'amezi abiri,RHZE x 2 bil (Wejiga bilowga ah)
EHEZA-U-1081,TuberculosisPrescribedMedication.MedicationRH,RH x 4 months (Continuation phase),Akomeza afata imiti ya RH mu gihe cy'amezi 4,Akomeza afata imiti ya RH mu kiringo c'amezi ane,RH x 4 bil (Wejiga dhameystirka)
EHEZA-U-1082,TuberculosisPrescribedMedication.MedicationOther,"Other - include HIV dosing, Pediatric dosing, etc","Indi miti - harimo Iya Virusi iteera SIDA, imiti y'abana,...","Iyindi miti harimwo iyipfupfahaza umugera wa SIDA, iy'abana,...","Kale  - ku dar dooska HIV, dooska carruurta, iwm"
EHEZA-U-1083,TuberculosisPresent,Tuberculosis in the present,Arwaye igituntu,Akubu k'igituntu,Qaaxo hadda ah
EHEZA-U-1084,TuberculosisSuspect,Tuberculosis Suspect,,,
EHEZA-U-1085,UltrasoundExecutionDateLabel,Date Ultrasound was performed,,,Taariikhda baaritaanka uurka lagu sameeyay
EHEZA-U-1086,UncomplicatedMalaria,Uncomplicated Malaria,Malariya yoroheje,Malariya yoroshe/isanzwe,Duumo aan Waxyeello lahayn
EHEZA-U-1087,Underweight,Underweight,Ibiro bidahagije,Ibiro bikeya cane,Miisaankiisu Yaryahay
EHEZA-U-1088,UndeterminedDiagnoses,Undetermined Diagnoses,Uburwayi ntibusobanutse,Isuzuma ritamenyekana,Baaritaan aan la xaqiijin
EHEZA-U-1089,UndeterminedMoreEvaluationNeeded,Undetermined - More Evaluation Needed,Ntibisobanutse - Hakenewe Isuzuma Ryimbitse,Ntibimenyekana - Isuzuma ryinshi rirakenewe,Aan la xaqiijinin - U baahan Qiimeyn dheeraad ah
EHEZA-U-1090,UNICEF,UNICEF,,,
EHEZA-U-1091,UnitCopiesPerMM3,copies/mm3,Kopi/mm3,Ikopi/mm3,
EHEZA-U-1092,UnitGramsPerDeciliter,g/dL,,,
EHEZA-U-1093,UnitInternationalUnitsPerLiter,IU/L,,,
EHEZA-U-1094,UnitCentimeter,cm,cm,cm,
EHEZA-U-1095,UnitMilliGramsPerDeciliter,mg/dL,,,
EHEZA-U-1096,UnitMillimeter,mm,,,
EHEZA-U-1097,UnitMillimolesPerLiter,mmol/L,,,
EHEZA-U-1098,UniversalInterventions,Universal Interventions,Ibikorwa bifasha umwana muri rusange,Intabaro zizwi hose,Tallaabooyin Caalami ah
EHEZA-U-1099,UrineDipstickTestLabel.VariantShortTest,Urine Dipstick Short,Ikizamini gitanga ibisubizo bike,Ugupima umukoyo na Dipstick ngufi,
EHEZA-U-1100,UrineDipstickTestLabel.VariantLongTest,Urine Dipstick Long,Ikizamini gitanga ibisubizo byinshi,Ugupima umukoyo na Dipstick ndende,
EHEZA-U-1101,UrineDipstickTestVariant.VariantShortTest,Short Dip,Ikizamini gitanga ibisubizo bike,Ugupima umukoyo na Dipstick ngufi,Dhibic yar
EHEZA-U-1102,UrineDipstickTestVariant.VariantLongTest,Long Dip,Ikizamini gitanga ibisubizo byinshi,Ugupima umukoyo na Dipstick ndende,
EHEZA-U-1103,UterineMyoma,Uterine Myoma,Ibibyimba byo mu mura/Nyababyeyi,Ibivyimba vyo mu gitereko,Boogta Minka
EHEZA-U-1104,VaccinationStatus.StatusUpToDate,Up To Date,Biri ku gihe,Kugeza kuri iyi tarike,Ilaa hadda
EHEZA-U-1105,VaginalDeliveryLabel,Vaginal Delivery,Yabyaye neza,,
EHEZA-U-1106,VaginalExamination,Vaginal Examination,Isuzuma ry'imyanya ndangagitsina,Igipimo c'igitsina,Baaritaan Makaanka ah
EHEZA-U-1107,VaginalExamSign.FoulSmellingLochia,Foul Smelling Lochia,Ibisanza binuka,Uguhema nabi kwa Lochia,Dheecaanka Umusha
EH-AI-010,VaginalExamSign.ExcessiveVaginalBleeding,Bleeding,Kuva,Ukuva amaraso,Dhiigbax
EHEZA-U-1108,ValidationErrors,Validation Errors,,,
EHEZA-U-1109,Version,Version,,,
EHEZA-U-1110,View,View,,,
EHEZA-U-1111,ViewProgressReport,View Progress Report,Raporo y’ibyakozwe,Raba neza iterambere ry'ivyegeranyo,Eeg Warbixinta Horusocodka
EHEZA-U-1112,Village,Village,Umudugudu,Ikigwati,Xaafad
EHEZA-U-1113,VisionChangesLabel,Vision Changes,Uko areba byahindutse,Impinduka y'icerekezo,
EHEZA-U-1114,VitalsRecheck,Vitals Recheck,Gusubiramo ibipimo by'ubuzima,Ugusubiramwo ivyangombwa,
EH-PRE-051,VitaminA,Vitamin A,,,
EH-AI-001,VomitingLabel,Vomiting,Araruka,Ukudahwa,Matag
EHEZA-U-1115,Warning,Warning,Impuruza,Impanuro,Digniin
EHEZA-U-1116,Weight,Weight,Ibiro,Uburemere,Miisaan
EHEZA-U-1117,WeightGain,Weight gain,Kwiyongera kw'ibiro,,
EH-NCD-029,WeightLossLabel,Weight loss,Gutakaza ibiro,Uguta ibiro,Miisaan Go`
EHEZA-U-1118,Wellbeing,Wellbeing,Gubwa neza,Imibereho myiza,Fayoobid
EHEZA-U-1119,WellChildActivityTitle.WellChildECD,ECD,Kwita ku mikurire y'abana bato,Iterambere mu gukura ry'Umwana Mutoyi (DPE -IUM),
EHEZA-U-1120,WellChildActivityTitle.WellChildPregnancySummary,Birth History,Amakuru y'uko yavutse,Akahise k'amavuka,Xogta Dhalashada
EHEZA-U-1121,WellChildImmunisationHeader.VaccineBCG,Bacillus Calmette - Guérin (BCG),,Urucanco rw'igituntu,
EHEZA-U-1122,WellChildImmunisationHeader.VaccineDTP,"Diptheria, Hepatitis B, Tetanus, and Pertussis",,"Urucanco rw'ibigoga, rudadaza,inkorora y'akanira,igitigu na mugiga",
EHEZA-U-1123,WellChildImmunisationHeader.VaccineDTPStandalone,"Diptheria, Tetanus and Pertussis",,,
EHEZA-U-1124,WellChildImmunisationHeader.VaccineHPV,Human Papillomavirus (HPV),Urukingo rw'Inkondo y'Umura,Urucanco rwa VHP,
EHEZA-U-1125,WellChildImmunisationHeader.VaccineIPV,Inactivated Polio Vaccine (IPV),Urukingo rw'imbasa rutangwa mu rushinge,Urucanco rw'ubukangwe rudakora,Tallaalka Dabeysha oo la daciifiyay (IPV)
EHEZA-U-1126,WellChildImmunisationHeader.VaccineMR,Measles-Rubella (MR),Urukingo rw'Iseru na Rubeyole,Urucanco rw'agasama na Rubeole,
EHEZA-U-1127,WellChildImmunisationHeader.VaccinePCV13,Pneumococcal Vaccine (PCV 13),Urukingo rw'umusonga,Urucanco rw'umusonga (PCV 13),
EHEZA-U-1128,WellChildImmunisationHeader.VaccineRotarix,Rotavirus Vaccine (Rotarix),Urukingo rw'impiswi,Urucanco rwa rotavirus (Rotarix),
EHEZA-U-1129,WellChildImmunizationHistory.VaccineDTPStandalone,DTP History,,,
EHEZA-U-1130,WellChildImmunizationHistory.VaccineIPV,IPV History,Amakuru k' Urukingo rw'imbasa rutangwa mu rushinge,Urucanco rw'ubukangwe (urushinge)  umwana yaronse mu minsi iheze,Taariikhda IPV
EHEZA-U-1131,WellChildImmunizationHistory.VaccineMR,Measles-Rubella History,amakuru k'Urukingo rw'Iseru na Rubeyole,Urucanco rw'agasama na Rubeole umwana yaronse mu minsi iheze,
EHEZA-U-1132,WellChildImmunizationHistory.VaccinePCV13,PCV 13 History,Amakuru k'urukingo rw'umusonga,Urucanco rw'umusonga  umwana yaronse mu minsi iheze,Taariikhda PCV 13
EHEZA-U-1133,WellChildImmunizationHistory.VaccineRotarix,Rotarix History,Amakuru k'Urukingo rw'impiswi,Urucanco rwo gucibwamwo umwana yaronse mu minsi iheze,Taariikhda Rotarix
EHEZA-U-1134,WellChildSymptom.SymptomBreathingProblems,Breathing problems,Ibibazo bijyanye no guhumeka,Ingorane zo guhema nabi,Dhibaatooyinka Neefsashada
EHEZA-U-1135,WellChildSymptom.SymptomLethargyOrUnresponsiveness,Lethargy or unresponsiveness,Gucika intege cyane,Itiro rirenze canke ukuraba/uguta ubwenge,Tabaryari iyo Dhaqaaq la`aan
EHEZA-U-1136,WellChildSymptom.SymptomUmbilicalCordRedness,Umbilical Cord Redness,Guhisha k'umukondo,Urusogi rutukura,Xudunta oo Gaduudan
EHEZA-U-1137,WellChildSymptom.SymptomStiffNeckOrBulgingFontanelle,Stiff neck or bulging fontanelle,Kugagara ibikanu cyangwa igihorihori kibyimbye,Kudadarara izosi canke kuvyimba uruhorihori,Qoor taag iyo
EHEZA-U-1138,WellChildSymptom.SymptomSevereEdema,Severe Edema,Kubyimba bikabije (Cyane ibirenge cg intonki),Kuvyimba cane,Barar Daran
EHEZA-U-1139,WellChildSymptom.SymptomPalmoplantarPallor,Palmoplantar pallor,Kweruruka mu biganza no mu bworo bw'ibirenge,Mu ntoki no mu kirenge hera,Gacmo Caddow
EHEZA-U-1140,WellChildSymptom.SymptomHistoryOfFever,History of fever,Amakuru yerekeye umuriro yagize mu bihe byashize,Umwana arashuha,Taariikh nagaanaysa
EHEZA-U-1141,WellChildSymptom.SymptomBabyTiresQuicklyWhenFeeding,Baby tires quickly when feeding,Umwana ahita ananirwa iyo atangiye kurya,Uruyoya ruruha vuba igihe rwonka,Canuga wuu daalayaa isla marki loo bilaabo quudin
EHEZA-U-1142,WellChildSymptom.SymptomCoughingOrTearingWhileFeeding,Coughing/tearing while feeding (<6 months),Gukorora/Kwiriza iyo atangiye kurya (munsi y'amezi 6),Gukorora canke Kurura igihe co kwonka,Qufacaya/Ilmeynaya marka la quudinayo <6 bilood
EHEZA-U-1143,WellChildSymptom.SymptomRigidMusclesOrJawClenchingPreventingFeeding,Rigid muscles/jaw clenching that prevents feeding,Imikaya ireze/amatama afunganye bikamubuza kurya,Kudadarara imisaya bibuza umwana gufungura,Murqo taag/Ilko ruugid
EHEZA-U-1144,WellChildSymptom.ExcessiveSweatingWhenFeeding,Excessive sweating when feeding,Kubira ibyuya byinshi iyo ari kurya,Kubira ivyuya vyinshi iyo ari konka,Aad u dhidida marka la quudinayo
EHEZA-U-1145,WellChildVaccineLabel.VaccineBCG,BCG,Urukingo rw'igituntu,Uracanco rw'igituntu,
EHEZA-U-1146,WellChildVaccineLabel.VaccineHPV,HPV,Urukingo rw'Unkondo y'Umura,VHP,
EHEZA-U-1147,WellChildVaccineLabel.VaccineIPV,IPV,Urukingo rw'imbasa rutangwa mu rushinge,Urucanco rw'ubukangwe (Urushinge) rutanditswe aho hejuru,
EHEZA-U-1148,WellChildVaccineLabel.VaccineMR,Measles-Rubella,Urukingo rw'Iseru na Rubeyole,Urucanco rw'agasama na Rubeole rutanditswe aho hejuru,
EHEZA-U-1149,WellChildVaccineLabel.VaccineOPV,OPV,Urukingo rw'imbasa,Urucanco rw'ubukangwe (amama) rutanditswe aho hejuru,
EHEZA-U-1150,WellChildVaccineLabel.VaccinePCV13,PCV 13,Urukingo rw'umusonga,Urucanco rw'umusonga rutanditswe aho hejuru,
EHEZA-U-1151,WellChildVaccineLabel.VaccineRotarix,Rotarix,Urukingo rw'impiswi,Urucanco rwo gucibwamo rutanditswe aho hejuru,
EHEZA-U-1152,WellChildVisit,Well Child Visit,Isura ku buzima bwiza bw'umwana,Kugendera urugo rufise umwana,Booqashada Canuga Fayow
EHEZA-U-1153,WrittenProtocolsFollowed,Written protocols followed,Amabwiriza yanditse yakurikijwe,Gukurikiza inyandikondongozi zanditse,
EHEZA-U-1154,AcuteIllnessEncounter.participant,Participant,,,
EHEZA-U-1155,AcuteIllnessEncounter.sequenceNumber,Sequence Number,,,
EHEZA-U-1156,AcuteIllnessEncounter.encounterType,Encounter Type,,,
EHEZA-U-1157,Clinic,Clinic,,,
EHEZA-U-1158,CounselingSchedule.timing,Timing,,,
EHEZA-U-1159,EducationSession,Education Session,,,
EHEZA-U-1160,EducationSession.nurse,Nurse,,,
EHEZA-U-1161,EducationTopic,Education Topic,,,
EHEZA-U-1162,CatchmentArea,Catchment Area,,,
EHEZA-U-1163,IndividualEncounterParticipant.eddDate,Edd Date,,,
EHEZA-U-1164,IndividualEncounterParticipant.dateConcluded,Date Concluded,,,
EHEZA-U-1165,IndividualEncounterParticipant.outcome,Outcome,,,
EHEZA-U-1166,IndividualEncounterParticipant.newborn,Newborn,,,
EHEZA-U-1167,DeliveryLocation.FacilityDelivery,Facility Delivery,,,
EHEZA-U-1168,DeliveryLocation.HomeDelivery,Home Delivery,,,
EHEZA-U-1169,Measurement,Measurement,,,
EHEZA-U-1170,Measurement.dateMeasured,Date Measured,,,
EHEZA-U-1171,MuacInCm,Muac In Cm,,,
EHEZA-U-1172,HeightInCm,Height In Cm,,,
EHEZA-U-1173,WeightInKg,Weight In Kg,,,
EHEZA-U-1174,WeightInGrm,Weight In Grm,,,
EHEZA-U-1175,FamilyPlanningSign,Family Planning Sign,,,
EHEZA-U-1176,LactationSign,Lactation Sign,,,
EHEZA-U-1177,ParticipantConsentValue.language,Language,,,
EHEZA-U-1178,ChildNutritionSign,Child Nutrition Sign,,,
EHEZA-U-1179,NutritionValue.assesment,Assesment,,,
EHEZA-U-1180,GroupHealthEducation,Group Health Education,,,
EHEZA-U-1181,NutritionFollowUpValue.resolutionDate,Resolution Date,,,
EHEZA-U-1182,NCDAValue.birthWeight,Birth Weight,,,
EHEZA-U-1183,NCDAValue.receivesVitaminA,Receives Vitamin A,,,
EHEZA-U-1184,NCDAValue.stuntingLevel,Stunting Level,,,
EHEZA-U-1185,NCDASign.AppropriateComplementaryFeeding,Appropriate Complementary Feeding,,,
EHEZA-U-1186,NutritionFeedingValue.supplementType,Supplement Type,,,
EHEZA-U-1187,NutritionFeedingValue.sachetsPerDay,Sachets Per Day,,,
EHEZA-U-1188,NutritionHygieneValue.mainWaterSource,Main Water Source,,,
EHEZA-U-1189,NutritionFoodSecurityValue.mainIncomeSource,Main Income Source,,,
EHEZA-U-1190,CaredByHouseHelper,House helper,Umukozi wo mu rugo,Umufasha wo m'urugo,Booyaaso
EHEZA-U-1191,BreastExamValue.dischargeType,Discharge Type,,,
EHEZA-U-1192,CorePhysicalExamValue.hairHead,Hair Head,,,
EHEZA-U-1193,HairHeadCPESign.BrittleHairCPE,Brittle Hair CPE,,,
EHEZA-U-1194,HairHeadCPESign.NormalHairHead,Normal Hair Head,,,
EHEZA-U-1195,EyesCPESign.NormalEyes,Normal Eyes,,,
EHEZA-U-1196,PostpartumMotherDangerSign,Postpartum Mother Danger Sign,,,
EHEZA-U-1197,PostpartumChildDangerSign,Postpartum Child Danger Sign,,,
EHEZA-U-1198,ReasonIrregularMenses,Irregular Menses,,Ukuja mu kwezi bihindagurika,Caado aan waqti lahayn
EHEZA-U-1199,MedicalHistorySign.AutoimmuneDisease,Autoimmune Disease,,,
EHEZA-U-1200,MedicalHistoryValue.preeclampsiaInFamily,Preeclampsia In Family,,,
EHEZA-U-1201,MedicationSign.IronAndFolicAcidSupplement,Iron And Folic Acid Supplement,,,
EHEZA-U-1202,MedicationSign.DewormingPill,Deworming Pill,,,
EHEZA-U-1203,ObstetricalExamValue.fundalPalpable,Fundal Palpable,,,
EHEZA-U-1204,ObstetricalExamValue.cSectionScar,C Section Scar,,,
EHEZA-U-1205,FetalPresentation.Unknown,Unknown,,,
EHEZA-U-1206,ObstetricHistoryValue.termPregnancy,Term Pregnancy,,,
EHEZA-U-1207,ObstetricHistoryValue.preTermPregnancy,Pre Term Pregnancy,,,
EHEZA-U-1208,ObstetricHistoryValue.stillbirthsAtTerm,Stillbirths At Term,,,
EHEZA-U-1209,ObstetricHistoryValue.stillbirthsPreTerm,Stillbirths Pre Term,,,
EHEZA-U-1210,ObstetricHistoryStep2Value.cSections,C Sections,,,
EHEZA-U-1211,CSectionReason,Reason for C-section,Impamvu yo kubagwa,Impamvu yo gukorwa,Sababta Qalliinka Dhalmada
EHEZA-U-1212,PreviousDeliverySign.CSectionInPreviousDelivery,C Section In Previous Delivery,,,
EHEZA-U-1213,PreviousDeliverySign.StillbornPreviousDelivery,Stillborn Previous Delivery,,,
EHEZA-U-1214,PreviousDeliverySign.BabyDiedOnDayOfBirthPreviousDelivery,Baby Died On Day Of Birth Previous Delivery,,,
EHEZA-U-1215,PreviousDeliverySign.PartialPlacentaPreviousDelivery,Partial Placenta Previous Delivery,,,
EHEZA-U-1216,PreviousDeliverySign.SevereHemorrhagingPreviousDelivery,Severe Hemorrhaging Previous Delivery,,,
EHEZA-U-1217,ObstetricHistorySign.SuccessiveAbortions,Successive Abortions,,,
EHEZA-U-1218,ObstetricHistorySign.SuccessivePrematureDeliveries,Successive Premature Deliveries,,,
EHEZA-U-1219,ObstetricHistorySign.PreeclampsiaPreviousPregnancy,Preeclampsia Previous Pregnancy,,,
EHEZA-U-1220,ObstetricHistorySign.GestationalDiabetesPreviousPregnancy,Gestational Diabetes Previous Pregnancy,,,
EHEZA-U-1221,ObstetricHistorySign.IncompleteCervixPreviousPregnancy,Incomplete Cervix Previous Pregnancy,,,
EHEZA-U-1222,ObstetricHistorySign.RhNegative,Rh Negative,,,
EHEZA-U-1223,MalariaPreventionValue.resources,Resources,,,
EHEZA-U-1224,MalariaPreventionSign.MosquitoNet,Mosquito Net,,,
EHEZA-U-1225,VitalsValue.sys,Sys,,,
EHEZA-U-1226,VitalsValue.dia,Dia,,,
EHEZA-U-1227,VitalsValue.sysRepeated,Sys Repeated,,,
EHEZA-U-1228,VitalsValue.diaRepeated,Dia Repeated,,,
EHEZA-U-1229,BirthPlanSign.Insurance,Insurance,,,
EHEZA-U-1230,PregnancyTest,Pregnancy Test,,,
EHEZA-U-1231,PrenatalHealthEducationSign.EducationFamilyPlanning,Education Family Planning,,,
EHEZA-U-1232,PrenatalHealthEducationSign.EducationHIVDetectableViralLoad,Education HIV Detectable Viral Load,,,
EHEZA-U-1233,PrenatalHealthEducationSign.EducationDiabetes,Education Diabetes,,,
EHEZA-U-1234,PrenatalAssesment,Prenatal Assesment,,,
EHEZA-U-1235,ReferToFacilitySign.ReferToHospital,Refer To Hospital,,,
EHEZA-U-1236,ReferToFacilitySign.ReferToMentalHealthSpecialist,Refer To Mental Health Specialist,,,
EHEZA-U-1237,ReferToFacilitySign.ReferToARVProgram,Refer To ARV Program,,,
EHEZA-U-1238,ReferToFacilitySign.ReferToNCDProgram,Refer To NCD Program,,,
EHEZA-U-1239,ReferToFacilitySign.ReferToANCServices,Refer To ANC Services,,,
EHEZA-U-1240,ReferToFacilitySign.ReferToUltrasound,Refer To Ultrasound,,,
EHEZA-U-1241,ReferralFacility,Referral Facility,,,
EHEZA-U-1242,MalariaTestValue.executionDate,Execution Date,,,
EHEZA-U-1243,MalariaTestValue.testPrerequisites,Test Prerequisites,,,
EHEZA-U-1244,MalariaTestValue.testResult,Test Result,,,
EHEZA-U-1245,MalariaTestValue.bloodSmearResult,Blood Smear Result,,,
EHEZA-U-1246,HIVPCRResult,HIVPCR Result,,,
EHEZA-U-1247,HIVPCRTestValue,HIVPCR Test,,,
EHEZA-U-1248,ViralLoadStatus,Viral Load Status,,,
EHEZA-U-1249,ViralLoadStatus.ViralLoadDetectable,Viral Load Detectable,,,
EHEZA-U-1250,ViralLoadStatus.ViralLoadUndetectable,Viral Load Undetectable,,,
EHEZA-U-1251,IllnessSymptom,Illness Symptom,,,
EHEZA-U-1252,HemoglobinTestValue.hemoglobinCount,Hemoglobin Count,,,
EHEZA-U-1253,RandomBloodSugarTestValue.sugarCount,Sugar Count,,,
EHEZA-U-1254,TestPrerequisite,Test Prerequisite,,,
EHEZA-U-1255,HaemoglobinValue,Haemoglobin Value,,,
EHEZA-U-1256,KetoneValue,Ketone Value,,,
EHEZA-U-1257,LabsResultsValue.performedTests,Performed Tests,,,
EHEZA-U-1258,LabsResultsValue.completedTests,Completed Tests,,,
EHEZA-U-1259,LabsResultsValue.patientNotified,Patient Notified,,,
EHEZA-U-1260,LaboratoryTest,Laboratory Test,,,
EHEZA-U-1261,PrenatalSymptomReviewValue.symptomQuestions,Symptom Questions,,,
EHEZA-U-1262,OutsideCareValue.medications,Medications,,,
EHEZA-U-1263,OutsideCareSign,Outside Care Sign,,,
EHEZA-U-1264,OutsideCareMedicationTDF3TC,TDF+3TC,,,
EHEZA-U-1265,GUExamValue.postpartumHealingProblems,Postpartum Healing Problems,,,
EHEZA-U-1266,VaginalExamSign,Vaginal Exam Sign,,,
EHEZA-U-1267,GUExamSign,GU Exam Sign,,,
EHEZA-U-1268,GUExamSign.EpisiotomyOrPerinealTear,Episiotomy Or Perineal Tear,,,
EHEZA-U-1269,GUExamSign.NoGUExamSigns,No GU Exam Signs,,,
EHEZA-U-1270,PostpartumHealingProblem,Postpartum Healing Problem,,,
EHEZA-U-1271,UltrasoundValue.eddWeeks,Edd Weeks,,,
EHEZA-U-1272,UltrasoundValue.eddDays,Edd Days,,,
EHEZA-U-1273,SymptomsGeneralValue.dryMouth,Dry Mouth,,,
EHEZA-U-1274,SymptomsGeneralValue.cokeColoredUrine,Coke Colored Urine,,,
EHEZA-U-1275,SymptomsGIDerivedSign.IntractableVomiting,Intractable Vomiting,,,
EHEZA-U-1276,MalariaTesting,Malaria Testing,,,
EHEZA-U-1277,TreatmentReviewSign.FeverPast6Hours,Fever Past 6 Hours,,,
EHEZA-U-1278,IsolationSign.PatientIsolated,Patient Isolated,,,
EHEZA-U-1279,HCContactValue.recommendations,Recommendations,,,
EHEZA-U-1280,HCContactValue.responsePeriod,Response Period,,,
EHEZA-U-1281,SendToHCSign.HandReferrerForm,Hand Referrer Form,,,
EHEZA-U-1282,SendToHCSign.ReferToHealthCenter,Refer To Health Center,,,
EHEZA-U-1283,SendToHCSign.EnrollToNutritionProgram,Enroll To Nutrition Program,,,
EHEZA-U-1284,SendToHCSign.ReferToNutritionProgram,Refer To Nutrition Program,,,
EHEZA-U-1285,TreatmentOngoingSign.SideEffects,Side Effects,,,
EHEZA-U-1286,ReasonForNotTaking,Reason For Not Taking,,,
EHEZA-U-1287,TreatmentOngoing,Treatment Ongoing,,,
EHEZA-U-1288,CovidTesting,Covid Testing,,,
EHEZA-U-1289,ContactTraceItem.phoneNumber,Phone Number,,,
EHEZA-U-1290,ContactTraceItem.contactDate,Contact Date,,,
EHEZA-U-1291,ContactTraceItem.lastFollowUpDate,Last Follow Up Date,,,
EHEZA-U-1292,HeadCircumferenceInCm,Head Circumference In Cm,,,
EHEZA-U-1293,VaccineType,Vaccine Type,,,
EHEZA-U-1294,VaccineDose,Vaccine Dose,,,
EHEZA-U-1295,PregnancySummaryValue.apgarOneMin,Apgar One Min,,,
EHEZA-U-1296,PregnancySummaryValue.apgarFiveMin,Apgar Five Min,,,
EHEZA-U-1297,PregnancySummaryValue.birthLength,Birth Length,,,
EH-NUT-019,PregnancySummaryValue.birthDefects,Birth Defects,,,
EHEZA-U-1298,DeliveryComplication,Delivery Complication,,,
EHEZA-U-1299,NextVisitValue.immunisationDate,Immunisation Date,,,
EHEZA-U-1300,VaccinationValue.administeredDoses,Administered Doses,,,
EHEZA-U-1301,MedicalCondition,Medical Condition,,,
EHEZA-U-1302,NCDFamilyHistoryValue.hypertensionPredecessors,Hypertension Predecessors,,,
EHEZA-U-1303,NCDFamilyHistoryValue.heartProblemPredecessors,Heart Problem Predecessors,,,
EHEZA-U-1304,NCDFamilyHistoryValue.diabetesPredecessors,Diabetes Predecessors,,,
EHEZA-U-1305,MedicationCausingHypertension,Medication Causing Hypertension,,,
EHEZA-U-1306,MedicationTreatingHypertension,Medication Treating Hypertension,,,
EHEZA-U-1307,MedicationTreatingDiabetes,Medication Treating Diabetes,,,
EHEZA-U-1308,NCDSocialHistoryValue.foodGroup,Food Group,,,
EHEZA-U-1309,NCDSocialHistoryValue.beveragesPerWeek,Beverages Per Week,,,
EHEZA-U-1310,NCDSocialHistoryValue.cigarettesPerWeek,Cigarettes Per Week,,,
EHEZA-U-1311,LipidPanelTestValue.unitOfMeasurement,Unit Of Measurement,,,
EHEZA-U-1312,LipidPanelTestValue.totalCholesterolResult,Total Cholesterol Result,,,
EHEZA-U-1313,LipidPanelTestValue.ldlCholesterolResult,Ldl Cholesterol Result,,,
EHEZA-U-1314,LipidPanelTestValue.hdlCholesterolResult,Hdl Cholesterol Result,,,
EHEZA-U-1315,LipidPanelTestValue.triglyceridesResult,Triglycerides Result,,,
EHEZA-U-1316,TuberculosisDiagnosis,Tuberculosis Diagnosis,,,
EHEZA-U-1317,TuberculosisMedication,Tuberculosis Medication,,,
EHEZA-U-1318,HIVHealthEducation,HIV Health Education,,,
EHEZA-U-1319,AhezaDistributionReason,Aheza Distribution Reason,,,
EHEZA-U-1320,AhezaMotherValue.distributionReason,Distribution Reason,,,
EHEZA-U-1321,StockUpdate,Stock Update,,,
EHEZA-U-1322,StockUpdate.dateRecorded,Date Recorded,,,
EHEZA-U-1323,StockUpdate.dateExpires,Date Expires,,,
