id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-U-0379,HIVStatus.NegativeDiscordantCouple,Negative - discordant couple,Nta bwandu afite ariko abana n'ubufite,Umurwayi ata mugera wa Sida afise ariko mugenziwe ayifise,
EHEZA-U-0380,HIVStatus.Positive,Positive,Afite ubwandu,Igipimo + ,Togan
EH-PER-005,HIVStatusLabel,HIV Status,Uko ahagaze ku bijyanye n'ubwandu bwa virusi ya SIDA,Ivyerekeye umugera wa SIDA,Xaalada HIVga
EHEZA-U-0381,HIVSymptom.HIVSymptomSwollenLymphNodes,Swollen lymph nodes,,Udusumbi tw'amatembabuzi turavyimvye,Qanjiro bararan
EH-HIV-020,HIVSymptom.HIVSymptomRash,Rash,,Ukwama uruherehere,Nabar
EHEZA-U-0382,HIVSymptom.HIVSymptomMuscleJointPain,Muscle and joint pain,,Ububabare mu nyama no mu ngingo,Murqo iyo kala goysyo xanuun
EHEZA-U-0383,HIVSymptom.HIVSymptomCoughingUpBlood,Coughing up blood,,Ugukorora amaraso,Dhiig matagaya
EHEZA-U-0384,HIVSymptom.HIVSymptomHairLoss,Hair loss,,Ukumyoka umushatsi,Timo daadasho
EHEZA-U-0385,HIVSymptom.HIVSymptomMouthUlcers,Mouth ulcers,,Ibikomere vyo mu kanwa,Boogo afka ah
EHEZA-U-0386,HIVTreatmentSign.HIVTreatmentNoMedicineNotSeenAtPMTCT,Never seen at PMTCT,Ntiyigeze agera muri PMTCT,Nta na rimwe araboneka mu nyigisho za PTME,Marnaba Laguma arag PMTCT
EHEZA-U-0387,HIVTreatmentSign.HIVTreatmentNoMedicineOutOfStock,Stock Out,Nta miti iri mu bubiko,Ibiri mu bubiko vyaheze,Keydka aan ku Jirin
EHEZA-U-0388,HomeVisit,Home Visit,Gusura Umurwayi,Ingwara yo gufungura nabi,Booqasho Guri
EHEZA-U-0389,Hygiene,Hygiene,Isuku,Isuku,Nadaafad
EHEZA-U-0390,HyperemesisGravidum,Hyperemesis Gravidum,Kuruka bikabije k'umugore utwite,Hyperémèse gravidique,
EH-NCD-013,Hypertension,Hypertension,Indwara y'umuvuduko w'amaraso,Umuvuduko urenze w'amaraso,
EHEZA-U-0391,HypertensionBeforePregnancy,Hypertension before pregnancy,Umuvuduko w'amaraso mbere yo gutwita,Umuvuduko urenze w'amaraso imbere y'imbanyi,
EHEZA-U-0392,IllnessSymptom.IllnessSymptomRash,"Rash on body, feet or hands",Ari kwishimagura ku mubiri: ku birenge cg ibiganza,"Amaherehere k'umubiri, ku birenge canke mu ntoke","Nabar jirka ah, cagaha ama gacmaha"
EHEZA-U-0393,IllnessSymptom.IllnessSymptomPainlessUlcerMouth,Painless ulcer in mouth,Agasebe kataryana mu kanwa,Igikomere kitababaza mu kanwa,Boog aan xanuun lahayn oo afka ah
EHEZA-U-0394,IllnessSymptom.IllnessSymptomPainlessUlcerGenitals,Painless ulcer in genital area,Agasebe kataryana mu myanya ndangagitsina,Igikomere kitababaza mu bihimba vy'irondoka,Boog aan xanuun lahayn oo xubinta taranka ah
EHEZA-U-0395,Immunisation,Immunization,Inkingo,Incanco,Tallaal
EHEZA-U-0396,ImmunizationHistory,Immunization History,Amakuru ku nkingo yafashe,Akahise k'urucanco,Taariikhda Tallaalka
EHEZA-U-0397,IndexPatient,Index Patient,Umubare w'umurwayi,Ironderero ry'umurwayi,Liiska Bukaanka
EHEZA-U-0398,IndividualEncounter,Individual Encounter,Gukorera umuntu umwe,Umubonano n'umuntu umwe,Ogaanshaha Qofka
EHEZA-U-0399,IndividualEncounterLabel.AcuteIllnessEncounter,Acute Illness Encounter,Igikorwa ku burwayi butunguranye,Guhura n'ingwara ibabaza cane/ikaze,Xanuunka soo Boodada ee lala kulmay
EHEZA-U-0400,IndividualEncounterLabel.AntenatalEncounter,Antenatal Encounter,Isuzuma k’umugore utwite,Umubonano imbere yo kuvyara,Tiriska Uurreyda
EHEZA-U-0401,IndividualEncounterLabel.ChildScoreboardEncounter,Child Scorecard Encounter,Isuzuma ku Ifish y'Imikurire y'Umwana,Ukubonana kw'ikarata y'ikurikiranwa ry'umwana,
EHEZA-U-0402,IndividualEncounterLabel.HIVEncounter,HIV Encounter,,Umubonano kuvyerekeye ingwara y'umugera wa SIDA,Ogaanshaha HIV
EHEZA-U-0403,IndividualEncounterLabel.HomeVisitEncounter,Home Visit Encounter,Gusura abarwayi mu rugo,Umubonano mu gihe co kugendera muhira,Ognaashaha Booqashada Guriga
EHEZA-U-0404,IndividualEncounterLabel.InmmunizationEncounter,Inmmunization Encounter,,,
EHEZA-U-0405,IndividualEncounterLabel.NCDEncounter,NCD Encounter,Isuzuma ku Burwayi Butandura,Umubonano werekeye ingwara zitandukira,
EHEZA-U-0406,IndividualEncounterLabel.TuberculosisEncounter,Tuberculosis Encounter,Isura ku ndwara y'igituntu,Umubonano werekeye indwara y'igituntu,Ogaanshaha Qaaxada
EHEZA-U-0407,IndividualEncounterType.HIVEncounter,HIV Management,,Gukurikirana ingwara y'umugera wa SIDA,Maareynta HIV
EHEZA-U-0408,IndividualEncounterType.InmmunizationEncounter,Inmmunization,,Incanco,Tallaal
EHEZA-U-0409,IndividualEncounterType.NCDEncounter,Noncommunicable Diseases,Indwara Zitandura,Ingwara zitandukira,
EHEZA-U-0410,IndividualEncounterType.TuberculosisEncounter,TB Management,Kwita ku murwayi w'igituntu,Gukurikirana indwara y'igituntu,Maareynta Qaaxada
EHEZA-U-0411,InfectiousDiseases,Infectious diseases,Indwara zandura,,
EHEZA-U-0412,InfrastructureEnvironment,"Infrastructure, Environment",Ibikorwa remezo n’ibidukikije,"Inyubako, Ibidukikije",
EHEZA-U-0413,InfrastructureEnvironmentWash,"Infrastructure, Environment & Wash","Ibikorwaremezo, Ibidukikije n'Amazi","Inyubako, Ibidukikije & isuku","Kaabe, Deegaanka iyo Nadaafadda"
EHEZA-U-0414,InitiationDate,Initiation Date,,Itariki yatanguriyeko umuti,
EHEZA-U-0415,IsolatedAtHome,Isolated at home,Yashyizwe mu kato mu rugo,Umurwayi arategerezwa kwitandukanya mu kuja mu kibanza cawenyene m'urugo,Guriga ku karantiil
EHEZA-U-0416,KilogramShorthand,kg,,,
EHEZA-U-0417,KilogramsPerMonth,kg / month,kg / ukwezi,kg / ukwezi,kg / bishii
EHEZA-U-0418,KnownAllergy,Known Allergy,Uyu muti usanzwe umutera ifurutwa,Ihindagurika ry'umuiri rizwi,Lagu yaqaano xasaasiyad
EHEZA-U-0419,KnownAllergyOrReaction,Known Allergy or Reaction,Agira ingaruka zizwi kubera uru rukingo/umuti,Ihindagurika ry'umuiri rizwi,
EHEZA-U-0420,KnownPositive,Known Positive,Asanzwe arwaye,Ararwaye,
EHEZA-U-0421,KnownPositiveHepatitisB,Known Hepatitis B positive,Asanzwe afite indwara y'Umwijima wo mu bwoko bwa B,Birazwi ko afise ingwara y'igitigu (Hépatite B),
EHEZA-U-0422,KnownPositiveHIV,Known HIV positive,Asanzwe afite Ubwandu bw'agakoko gatera SIDA,Birazwi ko afise umugera wa SIDA,
EHEZA-U-0423,LabelDocumentPregnancyOutcome,No - document pregnancy outcome,Ntabwo iherezo ry'inda ryanditswe,Oya - Ivyanditse vy'inyishu y'imbanyi (Ntibiraboneka),Maya - Natiijada Feylka Uurka
EHEZA-U-0424,Lab,Lab,Ibizamini,Igipimo c'ingwara,
EHEZA-U-0425,LabHistory,Lab History,Amakuru ku bizamini byakozwe,Akahise k'igipimo c'ingwara,
EHEZA-U-0426,LaboratoryBloodGroupTestResult,Blood Group Test Result,Igisubizo ku kizamini cy'ubwoko bw'amaraso,Inyishu y'igipimo c'umurwi w'amaraso,
EHEZA-U-0427,LaboratoryRhesusLabel,Rhesus,Rezisi,,
EHEZA-U-0428,LaboratoryRhesusTestResult,Rhesus Test Result,Igisubizo ku kizamini cya Rezisi,Inyishu y'igipimo ca Rhesus,
EHEZA-U-0429,LaboratoryProteinTestResult,Protein Test Result,Ibisubizo bya proteyine,Inyishu y'igipimo ca Poroteyine,
EHEZA-U-0430,LaboratoryPHLabel,pH,,,
EHEZA-U-0431,LaboratoryPHTestResult,pH Test Result,Igisubizo cya pH,Inyishu y'igipimo ca pH,
EHEZA-U-0432,LaboratoryGlucoseLabel,Glucose,Isukari,Isukari ibitse m'umubiri,
EHEZA-U-0433,LaboratoryGlucoseTestResult,Glucose Test Result,Ibisubizo by'isukari mu nkari,Inyishu y'igipimo c'Isukari m'umubiri ,
EHEZA-U-0434,LaboratoryLeukocytesLabel,Leukocytes,Uturemangingo twera,Leucocytes,
EHEZA-U-0435,LaboratoryLeukocytesTestResult,Leukocytes Test Result,Igisubizo k'uturemangingo twera,"Inyishu y'igipimo ca \""Leucocytes\""",Natiijada baaritaanka dhiiga cas
EHEZA-U-0436,LaboratoryNitriteLabel,Nitrite,Umunyu wapimwe mu nkari,Nitrite,
EHEZA-U-0437,LaboratoryNitriteTestResult,Nitrite Test Result,Ibisubizo kumunyu wapimwe mu nkari,Inyishu y'igipimo ca Nitrite,
EHEZA-U-0438,LaboratoryUrobilinogenLabel,Urobilinogen,urobilinogene (mu nkari),Urobilinogène,
EHEZA-U-0439,LaboratoryUrobilinogenTestResult,Urobilinogen Test Result,Igisubizo cya urobilinogene (mu nkari),"Inyishu y'igipimo ca \""Urobilinogène\""",Natiijada Baaritaanka Urobilinogen
EH-PRE-058,LaboratoryHaemoglobinLabel,Hemoglobin,Ingano y'Amaraso,Hémoglobine,
EHEZA-U-0440,LaboratoryHaemoglobinTestResult,Hemoglobin Test Result,Igisubizo by'ikizamini gipima ingano y'amaraso,"Inyishu y'igipimo ca \""Hémoglobine\""",
EHEZA-U-0441,LaboratoryHaemoglobinValue.HaemoglobinNonHemolyzedTrace,Non-Hemolyzed Trace,Insoro zitukura nkeya zidashwanyutse,Ntakononekara kw'abasoda b'umubiri batukura kwa bonetse,
EHEZA-U-0442,LaboratoryHaemoglobinValue.HaemoglobinNonHemolyzedModerate,Non-Hemolyzed Moderate,Insoro  zitukura  ziri mu rugero zidashwanyutse,Ntakononekara kw'abasoda b'umubiri batukura kuri hagati na hagati,
EHEZA-U-0443,LaboratoryHaemoglobinValue.HaemoglobinHemolyzedTrace,Hemolyzed Trace,Insoro zitukura zashwanyutse,"Ugukurikirana \""hémolyse\""",
EHEZA-U-0444,LaboratoryKetoneLabel,Ketone Test,Ikizamini cya Ketone mu nkari,"Igipimo ca \""cétone\""",
EHEZA-U-0445,LaboratoryKetoneTestResult,Ketone Test Result,Igisubizo cya Ketone (mu nkari),"Inyishu y'igipimo ca \""cétone\""",
EHEZA-U-0446,LaboratoryBilirubinLabel,Bilirubin,Bililibine (mu nkari),Bilirubine,
EHEZA-U-0447,LaboratoryBilirubinTestResult,Bilirubin Test Result,Igisubizo cya Bililibine (mu nkari),Inyishu z'ibipimo vya Bilirubine,
EHEZA-U-0448,LaboratoryBUNLabel,BUN,Ikizamini cy'Impyiko,"Inyishu ya \""Urée\"" (Ire)",
EHEZA-U-0449,LaboratoryALTLabel,ALT,Ikizamini cy'Impyiko,,
EHEZA-U-0450,LaboratoryASTLabel,AST,Ikizamini cy'Umwijima,AST (Aspartate Aminotrasnférase),
EHEZA-U-0451,LaboratoryPregnancyLabel,Pregnancy,Ikizamini cyo Gutwita,Imbanyi,Uur
EHEZA-U-0452,LaboratoryTest.TestHepatitisB,Hepatitis B,Umwijima wo mu bwoko bwa B,Ingwara y'igitigu,
EHEZA-U-0453,LaboratoryTest.TestRandomBloodSugar,Blood Sugar,Ingano y'isukari mu Maraso,Isukari yo mu maraso,
EHEZA-U-0454,LaboratoryTest.TestUrineDipstick,Urine Dipstick,Ikizamini cy'inkari,Ugupima umukoyo,
EHEZA-U-0455,LaboratoryTest.TestHIVPCR,HIV PCR,PCR ipima Virusi itera SIDA,PCR ya VIH,
EHEZA-U-0456,LaborDelivery,Labor + Delivery,Kujya ku nda + Kubyara,Ibise + Kuvyara,Fool + Dhalmo
EHEZA-U-0457,LabsEntryState.LabsEntryClosingSoon,Closing Soon,Birafunga vuba,Agiye kugara vuba,Dhawaan xirmaya
EHEZA-U-0458,LaboratoryCreatinineCreatinineResult,Creatinine Result,Ibisubizo by'ikizamini cya Keleyatinine,"Inyishu ya \""créatinine\""",
EHEZA-U-0459,LaboratoryCreatinineBUNResult,BUN Result,Ibisubizo by'ibizamini by'impyiko,"Inyishu ya \""Urée\""",
EHEZA-U-0460,LaboratoryLipidPanelLDLCholesterolLabel,LDL,Ingano y'ibinure bibi mu maraso (LDL),,
EHEZA-U-0461,LaboratoryLipidPanelHDLCholesterolLabel,HDL,Ingano y'ibinure byiza mu maraso (HDL),,
EHEZA-U-0462,LaboratoryLiverFunctionAltResult,ALT Result,Ibisubizo by'ibizamini by'impyiko,,
EHEZA-U-0463,LaboratoryLiverFunctionAstResult,AST Result,Ibisubizo by'ibizamini by'umwijima,,
EHEZA-U-0464,LaboratoryTask.TaskSyphilisTest,Syphilis - RPR,Mburugu,,
EHEZA-U-0465,LaboratoryTask.TaskRandomBloodSugarTest,Random Blood Sugar,Ingano y'isukari mu Maraso,Isukari mu Maraso umwanya uwariwo wose,
EHEZA-U-0466,LaboratoryTaskLabel.TaskBloodGpRsTest,Blood Group + Rhesus,Ikizamini cyubwoko bw'amaraso na ReZisi,Umurwi w'amaraso + Igipimo ca Rhesus,
EHEZA-U-0467,LaboratoryTaskDate.TaskHIVTest,HIV Antibody Test Date,Itariki yakorereweho ikizamini cya Virus itera SIDA,Itarike y'igipimo c'abasoda b'Umugera wa SIDA,
EHEZA-U-0468,LaboratoryTaskDate.TaskSyphilisTest,Syphilis - RPR Test Date,Itariki yakorereweho ikizamini cya Mburugu,Itarike y'igipimo ca Syphilis-RPR,
EHEZA-U-0469,LaboratoryTaskDate.TaskHepatitisBTest,Hepatitis B Test Date,Itariki yakoreweho ikizamini cy'umwijima wo mu bwoko bwa B,Itarike y'igipimo c'Ingwara y'igitigu ya B,
EHEZA-U-0470,LaboratoryTaskDate.TaskMalariaTest,Malaria Test Date,Itariki yakoreweho ikizamini cya Malariya,Itarike y'igipimo kinyaruka ca Malariya ,Taariikhda Baaritaanka ee Duumada
EHEZA-U-0471,LaboratoryTaskDate.TaskBloodGpRsTest,Blood Group + Rhesus Test Date,Itariki yakoreweho ikizamini cy'ubwoka bw'amaraso na Rezisi yayo,Umurwi w'amaraso + Itarike y'igipimo ca Rhesus,
EHEZA-U-0472,LaboratoryTaskDate.TaskUrineDipstickTest,Urine Dipstick Test Date,Itariki yakoreweho ikizamini cy'inkari,Itarike y'igipimo c'umukoyo,
EHEZA-U-0473,LaboratoryTaskDate.TaskHemoglobinTest,Hemoglobin Test Date,Itariki yakoreweho ikizamini gipima ingano y'amaraso,"Itarike y'igipimo ca \""Hémoglobine\""",
EHEZA-U-0474,LaboratoryTaskDate.TaskRandomBloodSugarTest,Random Blood Sugar Test Date,Itariki yakoreweho ikizamini gipima ingano y'isukari mu maraso,Itarike y'igipimo c'Isukari mu Maraso umwanya uwariwo wose,
EHEZA-U-0475,LaboratoryTaskDate.TaskHIVPCRTest,HIV PCR Test Date,Itariki y'ikizamini cya PCR gipima virusi itera SIDA,Itarike y'igipimo ca PCR ya VIH,
EHEZA-U-0476,LaboratoryTaskDate.TaskPregnancyTest,Pregnancy Test Date,Itariki y'ikizamini cyo gutwita,Itarike y'igipimo c'imbanyi,Taariikhda Baaritaanka Uurka
EHEZA-U-0477,LaboratoryTaskDate.TaskCreatinineTest,Creatinine Test Date,Itariki y'ikizamini cya Keleyatinine,"Itarike y'igipimo ca \""créatinine\""",
EHEZA-U-0478,LaboratoryTaskDate.TaskLiverFunctionTest,Liver Function Test Date,itariki y'ikizamini cy'Imikorere y'Umwijima,Itarike y'igipimo c'ikora ry'Igitigu,
EHEZA-U-0479,LaboratoryTaskDate.TaskLipidPanelTest,Lipid Panel Test Date,Itariki y'ibizamini bipima ibinure (Lipid Panel),Itarike y'igipimo c'igicapo/ikibaho c'amavuta m'umubiri,
EHEZA-U-0480,LaboratoryTaskDate.TaskHbA1cTest,HBA1C Test Date,Itariki y'ikizamini cy'ikigereranyo cy'isukari mu maraso mu mezi atatu ashize,Itarike y'igipimo co kuraba ingene isukari ingana mu maraso,
EHEZA-U-0481,LaboratoryTaskDate.TaskPartnerHIVTest,Partner HIV Test Date,Itariki y'ikizamini cya Virusi itera SIDA k'umugabo we,Itarike y'igipimo c'umugera wa SIDA k'umushingantahe,
EHEZA-U-0482,LaboratoryTaskResult.TaskHIVTest,HIV Antibody Test Result,Igisubizo cy'abasirikari barwanya Virusi itera SIDA,,
EHEZA-U-0483,LaboratoryTaskResult.TaskSyphilisTest,Syphilis - RPR Test Result,Igisubizo cy'ikizamini cya Mburugu,,
EHEZA-U-0484,LaboratoryTaskResult.TaskHepatitisBTest,Hepatitis B Test Result,Ibisubizo bya hepatite B,,
EHEZA-U-0485,LaboratoryTaskResult.TaskMalariaTest,Malaria Test Result,Ibisubizo by'ikizamini cya Malariya,,Natiijada Baaritaanka RDT ee Duumada
EHEZA-U-0486,LaboratoryTaskResult.TaskBloodGpRsTest,Blood Group + Rhesus Test Result,Ibisubizo by'ikizamini cy'ubwoka bw'amaraso na Rezisi yayo,,
EHEZA-U-0487,LaboratoryTaskResult.TaskUrineDipstickTest,Urine Dipstick Test Result,Ibisubizo by'ikizamini cy'inkari,,
EHEZA-U-0488,LaboratoryTaskResult.TaskPregnancyTest,Pregnancy Test Result,Ibisubizo by'ikizamini cyo gutwita,Inyishu y'igipimo c'imbanyi,Natiijada Baaritaanka Uurka
EHEZA-U-0489,LaboratoryTaskResult.TaskCreatinineTest,Creatinine Test Result,Ibisubizo by'ikizamini cya Keleyatinine,"Inyishu y'igipimo ca \""créatinine\""",
EHEZA-U-0490,LaboratoryTaskResult.TaskLiverFunctionTest,Liver Function Test Result,Ibisubizo by'ikizamini cy'Imikorere y'Umwijima,Inyishu y'igipimo c'ikora ry'Igitigu,
EHEZA-U-0491,LaboratoryTaskResult.TaskLipidPanelTest,Lipid Panel Test Result,Ibisubizo by'ibizamini bipima ibinure (Lipid Panel),Inyishu y'igipimo c'igicapo c'amavuta m'umubiri,
EHEZA-U-0492,LaboratoryTaskResult.TaskHbA1cTest,HBA1C Test Result,Ibisubizo by'ikizamini cy'ikigereranyo cy'isukari mu maraso mu mezi atatu ashize,Inyishu y'igipimo co kuraba ingene isukari ingana mu maraso,
EHEZA-U-0493,LaboratoryTaskResult.TaskPartnerHIVTest,Partner HIV Test Result,Ibisubizo by'ikizamini cya Virusi itera SIDA k'umugabo we,Inyishu y'igipimo c'umugera wa SIDA k'umushingantahe,
EHEZA-U-0494,LabResults,Lab Results,Ibisubizo by'Ibizamini Byafashwe,Inyishu y'igipimo c'ingwara,Natiijada baaritaanada
EHEZA-U-0495,LabResultsHistoryModeLabel.LabResultsHistoryHIV,HIV Test History,Amakuru ku kizamini cya Vursi itera SIDA,Akahise k'igipimo ca VIH,Taariikhda baaritaanka HIV
EHEZA-U-0496,LabResultsHistoryModeLabel.LabResultsHistoryHIVPCR,HIV PCR Test History,Amakuru ku kizamini cya PCR gipima Virusi itera SIDA,,
EHEZA-U-0497,LabResultsHistoryModeLabel.LabResultsHistoryPartnerHIV,Partner HIV Test History,Amakuru ku kizamini cya Virusi itera SIDA k'umugabo we,Akashize k'igipimo c'umugera wa SIDA k'umushingantahe,
EHEZA-U-0498,LabResultsHistoryModeLabel.LabResultsHistorySyphilis,Syphilis Test History,Amakuru ku kizamini cya Mburugu,,
EHEZA-U-0499,LabResultsHistoryModeLabel.LabResultsHistoryHepatitisB,Hepatitis B Test History,Amakuru ku kizamini cy'Umwijima wo mu bwoko bwa B,,
EHEZA-U-0500,LabResultsHistoryModeLabel.LabResultsHistoryMalaria,Malaria Test History,Amakuru ku kizamini cya Malariya,,Taariikhda Baaritaanka Duumada
EHEZA-U-0501,LabResultsHistoryModeLabel.LabResultsHistoryBloodSmear,Malaria Blood Smear Test History,,,
EHEZA-U-0502,LabResultsHistoryModeLabel.LabResultsHistoryProtein,Protein Test History,Amakuru ku kizamini cya Proteyine,,
EHEZA-U-0503,LabResultsHistoryModeLabel.LabResultsHistoryPH,pH Test History,Amakuru ku kizamini cya pH,,
EHEZA-U-0504,LabResultsHistoryModeLabel.LabResultsHistoryGlucose,Glucose Test History,Amakuru ku kizamini cy'Isukari mu nkari,,
EHEZA-U-0505,LabResultsHistoryModeLabel.LabResultsHistoryLeukocytes,Leukocytes Test History,Amakuru ku kizami cy' Uturemangingo twera,,
EHEZA-U-0506,LabResultsHistoryModeLabel.LabResultsHistoryNitrite,Nitrite Test History,Amakuru ku kizamini cy'Umunyu wapimwe mu nkari,,
EHEZA-U-0507,LabResultsHistoryModeLabel.LabResultsHistoryUrobilinogen,Urobilinogen Test History,Amakuru ku kizamini cya urobilinogene (mu nkari),,Taariikhda Baaritaanka Urobilinogen
EHEZA-U-0508,LabResultsHistoryModeLabel.LabResultsHistoryKetone,Ketone Test History,Amakuru ku kizamini cya Ketone mu nkari,,
EHEZA-U-0509,LabResultsHistoryModeLabel.LabResultsHistoryBilirubin,Bilirubin Test History,Amakuru ku kizamini cya Bililibine (mu nkari),,
EHEZA-U-0510,LabResultsHistoryModeLabel.LabResultsHistoryRandomBloodSugar,Random Blood Sugar Test History,Amakuru ku kizamini cy'ingano y'isukari mu maraso,,
EHEZA-U-0511,LabResultsHistoryModeLabel.LabResultsHistoryBloodGroup,Blood Group Test History,Amakuru ku kizamini cy'ubwoko bw'Amaraso,,
EHEZA-U-0512,LabResultsHistoryModeLabel.LabResultsHistoryRhesus,Rhesus Test History,Amakuru kuri kizamini cya Rezisi,,
EHEZA-U-0513,LabResultsHistoryModeLabel.LabResultsHistoryCreatinine,Creatinine Test History,Amakuru ku kizamini cya Keleyatinine,,
EHEZA-U-0514,LabResultsHistoryModeLabel.LabResultsHistoryBUN,BUN Test History,Amakuru ku kizamini cy'Impyiko,,
EHEZA-U-0515,LabResultsHistoryModeLabel.LabResultsHistoryALT,ALT Test History,Amakuru ku kizamini cy'Impyiko,,
EHEZA-U-0516,LabResultsHistoryModeLabel.LabResultsHistoryAST,AST Test History,Amakuru ku kizamini cy'Umwijima,,
EHEZA-U-0517,LabResultsHistoryModeLabel.LabResultsHistoryPregnancy,Pregnancy Test History,Amakuru ku kizamini cyo Gutwita,,Xogta Baaritaanka Uurka
EHEZA-U-0518,LabResultsHistoryModeLabel.LabResultsHistoryLDLCholesterol,LDL Cholesterol,Ingano y'ibinure bibi mu maraso (LDL Cholesterol),igipimo ca cholestérol LBD,
EHEZA-U-0519,LabResultsHistoryModeLabel.LabResultsHistoryHDLCholesterol,HDL Cholesterol,Ingano y'ibinure byiza mu maraso (HDL Cholesterol),Cholestérol LHD,
EHEZA-U-0520,LabResultsHistoryModeLabel.LabResultsHistoryTriglycerides,Triglycerides,Ingano y'ibinure bibitse mu mubiri (Triglycerides),Triglycérides,Dufanka Saddex lakabka 
EHEZA-U-0521,LabResultsPaneHeader.LabResultsCurrentDipstickShort,Short Dipstick Lab Results,Ibisubizo by'ikizamini cy'inkari gitanga ibisubizo bike,Inyishu z'ibipimo ukoresheje akuma ko kwinjizamwo,Dhibic yar oo Baaritaanka Sheybaarka ah
EHEZA-U-0522,LabResultsPaneHeader.LabResultsCurrentDipstickLong,Long Dipstick Lab Results,Ibisubizo by'ikizamini cy'inkari gitanga ibisubizo byinshi,Inyishu z'ibipimo vy'isukari m'umukoyo,
EHEZA-U-0523,LabResultsPaneHeader.LabResultsCurrentLipidPanel,Lipid Panel Results,Ibisubizo by'ibizamini bipima ibinure (Lipid Panel),Inyishu z'igicapo c'amavuta m'umubiri,
EHEZA-U-0524,LabsResults,Labs Results,,Inyishu z'ibipimo vy'ingwara,
EHEZA-U-0525,LastChecked,Last checked,Isuzuma riheruka,Kurabwa ubwanyuma,Markii ugu dambeesay ee la hubiyay
EHEZA-U-0526,LastContacted,Last Contacted,Igihe baheruka guhurira,Uwo bavuganye ubwanyuma,Markii u dambeesay ee lala xiriiray
EHEZA-U-0527,LastSuccessfulContactLabel,Last Successful Contact,Itariki n'isaha yanyuma igikoresho giheruka gukoresherezaho interineti bikagenda neza,Kuvugana kwa genze neza ubwanyuma,Qofkii ugu Dambeeyay
EHEZA-U-0528,LeaveEncounter,Leave Encounter,Reka iki Gikorwa,Reka umubonano,Ka bax Ognaashaha
EHEZA-U-0529,Left,Left,Ibumoso,Ububamfu,Bidix
EHEZA-U-0530,LegCrampsLabel,Leg Cramps,Ibinya mu maguru,Ibinyanya vy'amaguru,Kabaabyo Lugaha ah
EHEZA-U-0531,LegCrampsReliefMethod.ReliefMethodMuscleStretching,Muscle stretching,Kurambura imitsi,Ukugorora imitsi,Murqo Jiidad
EHEZA-U-0532,LegCrampsReliefMethod.ReliefMethodDorsiflexion,Dorsiflexion,Imyitozo ngororamubiri inanura amaguru & ibirenge,Ukugonda ikirenge ujana hejuru,
EHEZA-U-0533,LegCrampsReliefMethod.ReliefMethodRelaxation,Relaxation,Kuruhuka,Kuruhuka,Nasasho
EHEZA-U-0534,LegCrampsReliefMethod.ReliefMethodSleepWithPillowBetweenLegs,Sleep with a pillow between the legs,Ryama ushyize umusego hagati y'amaguru,kuryama ufise umusego hagati y'amaguru,Barkin dhex geli lugaha xilliga jiifka
EHEZA-U-0535,LegCrampsReliefMethod.ReliefMethodHeatTherapy,Heat therapy,Kuvura hakoreshejwe ubushyuhe,Kuvura ubushuhe,
EHEZA-U-0536,LegCrampsReliefMethod.ReliefMethodMassage,Massage,Ubugororangingo,,
EHEZA-U-0537,LegLeft,Left leg,Ukuguru kw'ibumoso,Ukuguru kw'ibubamfu,Lugta bidix
EHEZA-U-0538,LegRight,Right leg,Ukuguru kw'iburyo,Ukuguru kw'iburyo,Lugta midig
EHEZA-U-0539,Legs,Legs,Amaguru,Amaguru,Lugo
EHEZA-U-0540,LessCommonAntiRetroviralMedications,Less Common Anti-Retroviral Medications,,Imiti Ikoreshwa gake igabanya imigera ya SIDA   ,Dawada ugu yar ee Anti-Retroviral ah
EHEZA-U-0541,LevelOfEducationLabel,Level of Education,,Urugero rw'amashule yize,Heerka Waxbarashada
EHEZA-U-0542,LevelOfEducation.NoSchooling,No Schooling,Ntayo,Nta mashule,Iskuul ma aado
EHEZA-U-0543,LevelOfEducation.VocationalTrainingSchool,Vocational Training School,Imyuga,Inyigisho zo kwishule ry'imyuga,Dugsiga Tababarka Farsamada
EHEZA-U-0544,LevelOfEducation.SecondarySchool,Secondary School,Ayisumbuye,Yahejeje Amashule Yisumbuye,Dugsi Sare
EHEZA-U-0545,LevelOfEducation.HigherEducation,Higher Education (University),(A0),Amashule Makuru (Kaminuza),Waxbarashada Sare (Jaamacad)
EHEZA-U-0546,LevelOfEducation.AdvancedDiploma,Advanced Diploma,(A1),Urupapuro rw'umutsindo rwo kurugero rwo hejuru,Diblooma Sare
EHEZA-U-0547,LipidPanel,Lipid Panel,Itsinda ry'ibizamini bipima ibinure (Lipid Panel),Ikibaho c'amavuta m'umubiri,
EHEZA-U-0548,LiveChildren,Live Children,Abana bariho,Abana bariho,
EHEZA-U-0549,LiverFunction,Liver Function,Imikorere y'Umwijima,Ugukora kw'Igitigu,
EHEZA-U-0550,LmpDateHeader,Last Menstrual Period Date,Itariki aherukira mu mihango,Itarike yanyuma y'igihe co kuja mu kwezi,Taariikhda Caadadii u Dambeesay
EHEZA-U-0551,Location,Location,Aho Ruzatangirwa,Aho ruzotangirwa,Goobta
EHEZA-U-0552,Low,Low,Kwemeza amakosa,,Hoose
EHEZA-U-0553,LowerBackPain,Lower Back Pain,Kubabara umugongo wo hasi,Ububabare bw'umugongo wo hasi,Xanuun Dhinca dambe ah
